id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
9-599,"A person finishes drinking a bottle of water and notices that at the bottom of the bottle is a small symbol, consisting of three arrows in a triangular shape. This symbol tells the person that they should","{'text': ['have it reprocessed', 'burn the bottle', 'reuse the bottle', 'remake the bottle'], 'label': ['A', 'B', 'C', 'D']}",A,recyclable means a material can be recycled,0.800000011920929,1.399999976158142,b356d338b7
7-958,"In order to better understand the world around us, specialists","{'text': ['watch several educational programs', 'discuss topics with laymen', 'inspect, note, and consider', 'make notes in books'], 'label': ['A', 'B', 'C', 'D']}",C,scientists make observations,0.800000011920929,0.800000011920929,b356d338b7
9-17,"A woman leaves some meat on the counter, and bacteria begins to quickly grow on the surface. This bacteria may cause","{'text': ['turned food', 'growing beans', 'sticky toffee', 'pocked oranges'], 'label': ['A', 'B', 'C', 'D']}",A,microorganisms cause food to spoil,1.0,1.7999999523162842,b356d338b7
9-256,Stars appear in different areas in the sky at different times of year due to what?,"{'text': ['Earths Rotation', 'Changing Weather', 'Suns Rotation', 'Time Change'], 'label': ['A', 'B', 'C', 'D']}",A,the Earth revolving around the sun causes stars to appear in different areas in the sky at different times of year,1.0,1.5,6fcf2544e8
826,Corn can sometimes,"{'text': ['be grown in arctic environments', 'be used as kindling', 'fuel a steam locomotive', 'fuel an economy car'], 'label': ['A', 'B', 'C', 'D']}",D,ethanol sometimes is made of corn,1.0,1.600000023841858,a8ecf6eaeb
9-831,strumming a string can cause what type of wave?,"{'text': ['Tidal', 'Pressure', 'Light', 'Dark'], 'label': ['A', 'B', 'C', 'D']}",B,strumming a string can cause that string to vibrate,1.0,1.7999999523162842,651694b83b
7-563,Coral is a type of living organism which can be identified in,"{'text': ['only in the pacific ocean', 'saltwater locations that are open', 'any where with liquid', 'water sources in america'], 'label': ['A', 'B', 'C', 'D']}",B,coral lives in the ocean,1.0,1.399999976158142,b356d338b7
7-56,"Having reliable plant sources in a field, a rabbit may react by","{'text': ['having larger litters', 'finding a mate', 'eating more food', 'finding new food'], 'label': ['A', 'B', 'C', 'D']}",A,"as the number of sources of food increase in an environment , the population of the organisms will increase in that environment",0.800000011920929,1.0,b356d338b7
9-459,The layer of material on the bottom of the Snake River was put there by what?,"{'text': ['fish swimming', 'weather related degradation', 'global warming', 'animal movement'], 'label': ['A', 'B', 'C', 'D']}",B,sediment is formed by weathering,0.800000011920929,1.600000023841858,52dbc5c7af
723,"Which converts carbon dioxide, water, and solar energy into oxygen?","{'text': ['chrysanthemum', 'mistletoe', 'mushroom', 'mole'], 'label': ['A', 'B', 'C', 'D']}",A,"photosynthesis means green plants convert from carbon dioxide, water, and solar energy into oxygen for themselves",0.800000011920929,1.399999976158142,be7a45e47c
9-841,December is in the summer in what,"{'text': ['the southern part of cities', 'the northern part of Earth', 'the southern part of the third rock', 'the southern part of every rock'], 'label': ['A', 'B', 'C', 'D']}",C,December is during the summer in the southern hemisphere,0.800000011920929,1.600000023841858,0d935542d3
7-940,Trembling muscles spasms in animals can be caused in party by,"{'text': ['temperature in single digits', 'temperatures in triple digits', 'finding the right temperatures', 'being unaware of the temperature'], 'label': ['A', 'B', 'C', 'D']}",A,cool temperatures cause animals to shiver,1.0,1.600000023841858,b356d338b7
1386,The number of lines found in a tree bore will tell you?,"{'text': ['variety', 'sturdiness', 'the age', 'the height'], 'label': ['A', 'B', 'C', 'D']}",C,the number of rings in a tree trunk can be used to estimate the age of the tree,1.0,1.600000023841858,123d66ccd7
1302,Hummingbirds take what with them,"{'text': ['Bees', 'energy', 'Pollen', 'Honey'], 'label': ['A', 'B', 'C', 'D']}",C,"when pollen sticks to a hummingbird , that pollen will move to where the hummingbird moves",1.0,2.0,cee82219a0
7-249,To naturally increase the amount of organic matter in soil add,"{'text': ['fungi', 'sunflowers', 'trees', 'voles'], 'label': ['A', 'B', 'C', 'D']}",A,decomposition increases amount of organic matter in soil,0.800000011920929,1.0,a8ecf6eaeb
8-339,Peat is an important factor when,"{'text': ['Driving a new car', 'Putting a fresh raspberry seed in soil', 'Taking the temperature for the day', 'Having a large breakfast'], 'label': ['A', 'B', 'C', 'D']}",B,being burried under soil and mud changes peat into coal through extreme heat and pressure in a swamp over a long period of time,1.0,2.0,cee82219a0
9-96,"When a bird is living in a certain segment of the world, it can become part of that environment along with predators and food sources, the process being called what?","{'text': ['animals reproduce', 'preyed upon', 'adapted to it', 'predators get it'], 'label': ['A', 'B', 'C', 'D']}",C,living in an environment causes an organism to adapt to that environment,1.0,1.600000023841858,52dbc5c7af
1640,Chimpanzees dig for insects with sticks; what is another example of using tools?,"{'text': ['birds using twigs to build nests', 'otters using rocks to open clams', 'anteaters using their tongue to catch ants', 'koalas using their pouch to hold infants'], 'label': ['A', 'B', 'C', 'D']}",B,An example of using tools is a chimpanzee digging for insects with a stick,0.800000011920929,2.0,b356d338b7
7-530,Carbon dioxide exists where it does because,"{'text': ['humans expel it', 'deer eat it', 'birds use it', 'trees absorb it'], 'label': ['A', 'B', 'C', 'D']}",A,carbon dioxide can be found in the air,1.0,1.399999976158142,b356d338b7
1034,What covers over 90% of the Earth's surface and 0% of the moon's surface,"{'text': ['a magnesium iron silicate mineral', 'chemical element with the symbol S', 'the element with the symbol Fe', 'that which contains 2 hydrogen and 1 oxygen molecules'], 'label': ['A', 'B', 'C', 'D']}",D,the moon does not contain water,1.0,1.600000023841858,a8ecf6eaeb
753,Why do  berries exist?,"{'text': ['reproducing', 'food for animals', 'growth', 'food storage'], 'label': ['A', 'B', 'C', 'D']}",A,a berry contains seeds,0.800000011920929,1.600000023841858,64d9056837
84,The biggest things on the moon are,"{'text': ['space stations', 'alien life forms', 'craters', 'moon rocks'], 'label': ['A', 'B', 'C', 'D']}",C,the lunar surface contains many craters,1.0,2.0,7189327f06
183,Which set of animals don't compete for food?,"{'text': ['dolphin and fish', 'hyena and bear', 'whale and cat', 'eagle and raven'], 'label': ['A', 'B', 'C', 'D']}",C,if two animals have the same food source then those two animals compete for food,1.0,1.600000023841858,be7a45e47c
9-1157,will a glacier travel at greater speeds than a sea going vessel?,"{'text': ['maybe it moves faster', 'this is likely to be false', 'all of these', 'odds are in its favor'], 'label': ['A', 'B', 'C', 'D']}",B,a glacier moves slowly,0.800000011920929,1.600000023841858,cf7109905e
7-1027,Something that shows that the earth changes is,"{'text': ['a city where a tree was', 'a lake where a tree was', 'a tree where a bird was', 'a plant where a rock was'], 'label': ['A', 'B', 'C', 'D']}",B,An example of a change in the Earth is an ocean becoming a wooded area,0.800000011920929,0.6000000238418579,b356d338b7
7-1199,"A lot of people think that volcanoes may only exist in tall mountains that tower above us, but a lot of volcanoes","{'text': ['fall into the oceans', 'are water leaking volcanoes', 'erupt into the sea', 'are found and erupt beneath the water'], 'label': ['A', 'B', 'C', 'D']}",D,volcanoes are often found under oceans,1.0,1.399999976158142,b356d338b7
7-281,A car slowed down because of,"{'text': ['bad brakes', 'the engine size', 'the wind', 'the steering wheel'], 'label': ['A', 'B', 'C', 'D']}",C,a force acting on an object in the opposite direction that the object is moving can cause that object 's speed to decrease in a forward motion,0.800000011920929,1.600000023841858,7189327f06
8-262,"The lights were turned off in a room, who could find the light switch?","{'text': ['Mice', 'Elephants', 'Raccoons', 'Hamsters'], 'label': ['A', 'B', 'C', 'D']}",C,raccoons eat waste,0.800000011920929,1.0,cee82219a0
8-413,slope is a measure of the difference in elevation from the top to the base of a,"{'text': ['penny', 'tower', 'pyramid', 'box'], 'label': ['A', 'B', 'C', 'D']}",C,slope is a measure of the difference in elevation between one part of the land and another part of the land,1.0,2.0,dc78319bb0
7-568,"In a zoo, a polar bear exhibit will contain","{'text': ['salt', 'cacti', 'strong fans', 'sand'], 'label': ['A', 'B', 'C', 'D']}",C,a polar bear requires a cold environment,1.0,1.399999976158142,b356d338b7
1167,Precipitation sometimes leads to,"{'text': ['mountains', 'earthquakes', 'volcanoes', 'caves'], 'label': ['A', 'B', 'C', 'D']}",D,precipitation is when rain fall from clouds to the Earth,1.0,1.600000023841858,7189327f06
9-355,When the scientist finally completed his new invention he thanked his,"{'text': ['powers of observation', 'lucky stars', 'mother', 'grandmother'], 'label': ['A', 'B', 'C', 'D']}",A,scientists make observations,0.800000011920929,1.2000000476837158,0317ce7c33
852,"When the game console's power cable was attached to the wall, electricity ended up in","{'text': ['the plug', 'the power cable', 'the wall', 'the game console'], 'label': ['A', 'B', 'C', 'D']}",D,sending electricity through a conductor causes electricity to flow through that conductor,0.800000011920929,1.399999976158142,7189327f06
9-695,"Some birds have scooped beaks, but others have sharp beaks such as","{'text': ['peregrine falcons', 'pelicans', 'toucans', 'snakes'], 'label': ['A', 'B', 'C', 'D']}",A,sharp beaks are a kind of adaptation for catching prey,0.800000011920929,2.0,b356d338b7
7-21,People commonly have bad reactions to what they get from a,"{'text': ['discount store', 'lawyer', 'catalog', 'pharmacy'], 'label': ['A', 'B', 'C', 'D']}",D,medicine can cause people to have bad reactions,0.800000011920929,1.2000000476837158,7189327f06
7-406,What happens to body water when animal activity rises,"{'text': ['the water decreases', 'it stays same', 'the water increases', 'the water hardens'], 'label': ['A', 'B', 'C', 'D']}",A,"as the activity of an animal increases , the amount of water in an animal 's body in that environment will decrease",0.800000011920929,0.800000011920929,cf7109905e
7-617,"More carbon dioxide is in the air in the past decade than ever before, probably because","{'text': ['more cattle produced', 'more plant life', 'human population increased', 'less water area'], 'label': ['A', 'B', 'C', 'D']}",C,carbon dioxide concentrations in the air have increased over the last decade dramatically,0.800000011920929,1.399999976158142,b356d338b7
585,What slows down the transfer of heat?,"{'text': ['a wooden wall', 'the wind', 'the sun', 'light rays'], 'label': ['A', 'B', 'C', 'D']}",A,a thermal insulator slows the transfer of heat,0.800000011920929,1.600000023841858,aa09d86217
7-948,"Whether a rainstorm, snow, or hail, humanity can find a way to escape it by","{'text': ['restoring old city streets', 'creating a protected space', 'building a large community', 'sheltering all the young'], 'label': ['A', 'B', 'C', 'D']}",B,shelter can protect humans from weather,0.800000011920929,1.399999976158142,b356d338b7
7-340,"In a strong tempest, a large boulder may be","{'text': ['broken', 'smoothed', 'sharpened', 'stained'], 'label': ['A', 'B', 'C', 'D']}",B,wind and rain cause erosion,1.0,1.0,b356d338b7
7-344,The way that electrical conductors works in ways such as,"{'text': ['sticking a plug into an outlet to power a microwave', 'turning on a coffee pot in the morning', 'making sure that a hair dryer is unplugged after use', 'turning on lights in a room'], 'label': ['A', 'B', 'C', 'D']}",A,"when an electrical conductor is plugged into an outlet , a circuit is completed",0.800000011920929,0.6000000238418579,b356d338b7
7-557,"When wheels are squealing on a blacktop, friction","{'text': ['works against motion', 'stops motion', 'removes forward motion', 'makes things rough'], 'label': ['A', 'B', 'C', 'D']}",A,friction acts to counter the motion of two objects when their surfaces are touching,0.800000011920929,1.600000023841858,b356d338b7
9-1189,Breaking a vase changes its,"{'text': ['center of gravity', 'shape and mass', 'chemical composition', 'speed'], 'label': ['A', 'B', 'C', 'D']}",B,breaking down an object changes that object 's shape and mass,1.0,1.600000023841858,7c933a44d8
9-936,"When looking for a good renewable resource in order to avoid wasting anything that will eventually run out, a man decides to use","{'text': ['colored pencils', 'snow cones', 'murky river fluid', 'fresh flounder'], 'label': ['A', 'B', 'C', 'D']}",C,a renewable resource can be renewed,0.800000011920929,0.4000000059604645,b356d338b7
7-713,A consequence of polluting could be that,"{'text': ['fish become inedible', 'water tastes gross', 'papers report it', 'trash is overflowing'], 'label': ['A', 'B', 'C', 'D']}",A,polluting means something poisonous is added to an environment causing harm to the environment,1.0,1.0,b356d338b7
